Order_ID,Date,Customer ID,Product,Quantity,Unit_Price,Shipping Address,Payment_Method,Order_Status,Tracking_Number,Items_In_Cart,Coupon_Code,Referral_Source,Total_Price
ORD200014,27/03/2023,C98474,Tablet,2,$393,980 Main St,Debit Card,Pending,TRK79186539,3,SAVE10,Instagram,$787
ORD200015,17/07/2023,C39416,Printer,1,$474,942 Main St,Cash,Delivered,TRK54930938,3,Unknown,Google,$474
ORD200016,24/01/2023,C28976,Printer,2,$534,914 Main St,Credit Card,Pending,TRK13194259,3,FREESHIP,Email,"$1,068"
ORD200017,02/03/2024,C60672,Tablet,1,$423,382 Main St,Debit Card,Shipped,TRK11972116,3,Unknown,Referral,$423
ORD200018,26/03/2025,C84329,Desk,1,$431,891 Main St,Gift Card,Pending,TRK65191045,3,SAVE10,Facebook,$431
ORD200019,23/01/2023,C14552,Monitor,5,$224,273 Main St,Cash,Returned,TRK59101365,9,SAVE10,Google,"$1,120"
ORD200020,08/05/2023,C54829,Chair,5,$63,587 Main St,Cash,Pending,TRK16718651,9,WINTER15,Instagram,$313
ORD200021,17/11/2024,C99023,Monitor,4,$343,569 Main St,Cash,Delivered,TRK52646983,6,Unknown,Google,"$1,372"
ORD200022,29/01/2023,C34416,Monitor,2,$50,633 Main St,Online,Pending,TRK75937350,2,SAVE10,Google,$99
ORD200023,09/04/2025,C42372,Phone,4,$273,755 Main St,Debit Card,Cancelled,TRK36168083,5,FREESHIP,Referral,"$1,093"
ORD200024,30/10/2024,C17470,Laptop,2,$231,956 Main St,Online,Delivered,TRK28775057,3,WINTER15,Referral,$462
ORD200025,24/07/2024,C42577,Monitor,1,$400,709 Main St,Debit Card,Delivered,TRK69423327,3,WINTER15,Email,$400
ORD200026,06/03/2024,C21944,Laptop,5,$60,296 Main St,Online,Delivered,TRK80276812,6,Unknown,Referral,$298
ORD200027,22/02/2024,C97593,Printer,1,$473,881 Main St,Online,Shipped,TRK89117573,6,WINTER15,Google,$473
ORD200028,21/11/2023,C59823,Phone,4,$160,568 Main St,Online,Pending,TRK65895539,5,Unknown,Email,$640
ORD200029,20/09/2024,C33260,Desk,3,$424,930 Main St,Credit Card,Delivered,TRK59744090,6,SAVE10,Referral,"$1,271"
ORD200030,22/03/2025,C44267,Monitor,2,$427,895 Main St,Online,Pending,TRK54751444,5,SAVE10,Referral,$853
ORD200031,30/06/2023,C26445,Chair,3,$500,996 Main St,Debit Card,Returned,TRK31229981,6,Unknown,Facebook,"$1,500"
ORD200032,01/05/2023,C12388,Tablet,5,$537,830 Main St,Cash,Delivered,TRK99261395,10,Unknown,Email,"$2,684"
ORD200033,05/06/2023,C52184,Chair,1,$163,912 Main St,Online,Cancelled,TRK73312471,4,WINTER15,Facebook,$163
ORD200034,07/01/2023,C67195,Chair,4,$577,926 Main St,Credit Card,Pending,TRK55467915,5,WINTER15,Facebook,"$2,306"
ORD200035,07/12/2024,C50304,Monitor,2,$465,128 Main St,Online,Shipped,TRK46850888,2,SAVE10,Facebook,$930
ORD200036,08/05/2025,C59337,Laptop,2,$534,465 Main St,Debit Card,Pending,TRK50961250,5,Unknown,Facebook,"$1,069"
ORD200037,14/10/2024,C10054,Laptop,2,$77,409 Main St,Cash,Returned,TRK94005261,7,SAVE10,Instagram,$153
ORD200038,19/12/2024,C15924,Laptop,1,$246,549 Main St,Debit Card,Delivered,TRK14835975,3,SAVE10,Google,$246
ORD200039,27/02/2025,C96664,Printer,3,$256,666 Main St,Credit Card,Delivered,TRK85508960,4,SAVE10,Referral,$769
ORD200040,20/08/2023,C84766,Desk,2,$344,267 Main St,Online,Delivered,TRK78967923,4,FREESHIP,Instagram,$688
ORD200041,05/12/2023,C20212,Monitor,3,$611,657 Main St,Gift Card,Pending,TRK69733327,4,FREESHIP,Instagram,"$1,834"
ORD200042,06/05/2024,C28712,Printer,2,$152,980 Main St,Cash,Cancelled,TRK40772558,6,Unknown,Instagram,$303
ORD200043,14/12/2023,C60572,Chair,3,$499,871 Main St,Online,Cancelled,TRK20351666,8,Unknown,Instagram,"$1,498"
ORD200044,21/04/2025,C73225,Phone,2,$550,996 Main St,Gift Card,Returned,TRK73848522,3,FREESHIP,Referral,"$1,100"
ORD200045,10/02/2024,C17388,Chair,1,$317,157 Main St,Debit Card,Returned,TRK47077395,1,SAVE10,Facebook,$317
ORD200046,26/06/2024,C43212,Monitor,4,$550,223 Main St,Debit Card,Pending,TRK25100762,4,FREESHIP,Instagram,"$2,201"
ORD200047,19/07/2023,C38134,Desk,2,$210,323 Main St,Credit Card,Returned,TRK42450754,3,FREESHIP,Email,$420
ORD200048,26/08/2023,C12408,Monitor,2,$81,464 Main St,Debit Card,Shipped,TRK38938858,4,Unknown,Google,$162
ORD200049,07/10/2023,C11985,Printer,1,$30,633 Main St,Credit Card,Shipped,TRK53272402,1,SAVE10,Email,$30
ORD200050,31/07/2023,C96494,Tablet,1,$179,446 Main St,Online,Cancelled,TRK14675049,6,FREESHIP,Instagram,$179
ORD200051,30/12/2024,C36778,Tablet,1,$388,434 Main St,Cash,Returned,TRK67610289,2,SAVE10,Facebook,$388
ORD200052,08/09/2024,C30513,Tablet,1,$586,232 Main St,Online,Returned,TRK64320429,5,SAVE10,Facebook,$586
ORD200053,18/05/2024,C67551,Phone,4,$489,512 Main St,Online,Returned,TRK94992552,5,FREESHIP,Google,"$1,955"
ORD200054,27/03/2025,C48120,Chair,1,$280,623 Main St,Online,Pending,TRK11014449,5,WINTER15,Email,$280
ORD200055,24/06/2025,C95984,Printer,3,$344,565 Main St,Online,Cancelled,TRK67434829,3,Unknown,Facebook,"$1,033"
ORD200056,21/05/2023,C54298,Tablet,3,$479,566 Main St,Cash,Cancelled,TRK62902341,5,WINTER15,Referral,"$1,438"
ORD200057,22/01/2023,C88036,Printer,5,$314,842 Main St,Cash,Returned,TRK52470128,6,SAVE10,Instagram,"$1,571"
ORD200058,15/01/2023,C60190,Phone,4,$475,202 Main St,Gift Card,Cancelled,TRK70857868,6,SAVE10,Google,"$1,899"
ORD200059,11/09/2024,C97603,Chair,4,$593,811 Main St,Online,Shipped,TRK47055028,5,Unknown,Facebook,"$2,373"
ORD200060,21/08/2024,C39256,Desk,1,$417,634 Main St,Debit Card,Returned,TRK23412025,3,FREESHIP,Referral,$417
ORD200061,24/03/2024,C61618,Desk,4,$122,104 Main St,Cash,Delivered,TRK43458485,7,FREESHIP,Facebook,$489
ORD200062,22/08/2023,C36497,Desk,2,$43,691 Main St,Debit Card,Pending,TRK12102911,3,WINTER15,Email,$86
ORD200063,02/02/2025,C96695,Chair,1,$565,813 Main St,Debit Card,Shipped,TRK64283851,6,WINTER15,Referral,$565
ORD200064,25/06/2025,C49720,Printer,3,$131,752 Main St,Debit Card,Cancelled,TRK55785217,4,FREESHIP,Facebook,$392
ORD200065,30/12/2023,C97735,Monitor,5,$82,385 Main St,Credit Card,Delivered,TRK13743703,6,Unknown,Instagram,$409
ORD200066,15/11/2024,C18104,Chair,5,$127,715 Main St,Cash,Cancelled,TRK15488568,9,SAVE10,Referral,$636
ORD200067,09/12/2024,C25587,Printer,4,$12,440 Main St,Debit Card,Cancelled,TRK55105323,8,Unknown,Google,$48
ORD200068,11/12/2023,C41598,Chair,3,$491,709 Main St,Credit Card,Pending,TRK81665940,5,FREESHIP,Email,"$1,473"
ORD200069,11/05/2023,C43338,Monitor,3,$479,552 Main St,Online,Shipped,TRK35241775,4,Unknown,Referral,"$1,436"
ORD200070,26/05/2023,C25123,Desk,1,$629,384 Main St,Gift Card,Pending,TRK27812282,2,FREESHIP,Instagram,$629
ORD200071,10/06/2025,C37454,Monitor,3,$434,923 Main St,Credit Card,Pending,TRK28252730,4,Unknown,Referral,"$1,303"
ORD200072,22/12/2024,C19451,Tablet,4,$589,942 Main St,Gift Card,Returned,TRK87787793,5,Unknown,Facebook,"$2,358"
ORD200073,03/05/2023,C17269,Monitor,4,$433,129 Main St,Gift Card,Cancelled,TRK79608389,4,Unknown,Facebook,"$1,734"
ORD200074,24/06/2023,C25382,Phone,5,$91,622 Main St,Cash,Pending,TRK64691287,5,Unknown,Instagram,$454
ORD200075,26/09/2023,C80651,Tablet,3,$398,917 Main St,Debit Card,Delivered,TRK14846720,5,SAVE10,Email,"$1,195"
ORD200076,31/03/2024,C58638,Laptop,4,$383,239 Main St,Cash,Cancelled,TRK38224871,6,WINTER15,Email,"$1,532"
ORD200077,24/05/2024,C50121,Phone,1,$583,348 Main St,Credit Card,Returned,TRK79810059,5,Unknown,Google,$583
ORD200078,06/08/2024,C32029,Printer,4,$175,146 Main St,Debit Card,Delivered,TRK68535532,4,FREESHIP,Instagram,$701
ORD200079,10/03/2025,C76700,Tablet,2,$312,103 Main St,Online,Shipped,TRK13036341,2,Unknown,Facebook,$624
ORD200080,27/06/2023,C29041,Phone,3,$590,591 Main St,Online,Returned,TRK28840655,6,Unknown,Facebook,"$1,769"
ORD200081,08/06/2023,C29314,Monitor,2,$394,496 Main St,Cash,Shipped,TRK59876213,6,FREESHIP,Email,$789
ORD200082,05/01/2024,C65799,Tablet,4,$565,971 Main St,Debit Card,Shipped,TRK66906607,9,SAVE10,Google,"$2,261"
ORD200083,22/08/2023,C15681,Laptop,4,$540,989 Main St,Credit Card,Cancelled,TRK75112172,6,Unknown,Referral,"$2,162"
ORD200084,28/08/2023,C64160,Monitor,2,$165,967 Main St,Online,Shipped,TRK34121529,4,WINTER15,Instagram,$331
ORD200085,09/09/2024,C14553,Tablet,3,$147,768 Main St,Cash,Delivered,TRK93538334,8,FREESHIP,Email,$440
ORD200086,19/06/2024,C88205,Printer,5,$643,447 Main St,Online,Cancelled,TRK93504166,5,FREESHIP,Referral,"$3,215"
ORD200087,10/10/2024,C91245,Tablet,3,$225,915 Main St,Cash,Shipped,TRK46976391,4,SAVE10,Facebook,$675
ORD200088,05/06/2025,C75439,Desk,3,$115,318 Main St,Gift Card,Cancelled,TRK19831653,7,Unknown,Google,$344
ORD200089,25/02/2025,C17181,Printer,5,$455,291 Main St,Credit Card,Cancelled,TRK78912978,8,FREESHIP,Google,"$2,277"
ORD200090,18/09/2023,C36540,Chair,4,$182,611 Main St,Gift Card,Delivered,TRK35828122,4,SAVE10,Email,$728
ORD200091,15/03/2023,C98216,Laptop,5,$493,196 Main St,Cash,Shipped,TRK40986666,6,WINTER15,Referral,"$2,464"
ORD200092,10/06/2024,C29568,Printer,4,$49,203 Main St,Online,Shipped,TRK46531075,7,FREESHIP,Facebook,$194
ORD200093,14/01/2023,C97262,Desk,4,$431,837 Main St,Credit Card,Returned,TRK65990229,7,Unknown,Referral,"$1,724"
ORD200094,11/02/2023,C79821,Chair,1,$531,781 Main St,Gift Card,Returned,TRK12780193,6,WINTER15,Instagram,$531
ORD200095,24/03/2023,C76761,Printer,4,$118,839 Main St,Debit Card,Returned,TRK60179774,7,Unknown,Referral,$470
ORD200096,01/06/2024,C93007,Phone,2,$233,103 Main St,Gift Card,Delivered,TRK85696091,7,Unknown,Instagram,$466
ORD200097,21/01/2025,C15624,Tablet,5,$620,922 Main St,Debit Card,Pending,TRK40621141,9,Unknown,Email,"$3,098"
ORD200098,14/01/2023,C70921,Printer,2,$229,533 Main St,Debit Card,Pending,TRK54983109,3,Unknown,Email,$457
ORD200099,12/04/2025,C30477,Printer,1,$202,717 Main St,Debit Card,Cancelled,TRK51829648,2,WINTER15,Email,$202
ORD200100,17/02/2023,C74866,Phone,3,$665,743 Main St,Online,Delivered,TRK53783265,6,Unknown,Facebook,"$1,994"
ORD200101,25/11/2023,C15283,Printer,1,$381,152 Main St,Cash,Shipped,TRK19286291,6,Unknown,Google,$381
ORD200102,08/03/2023,C18037,Laptop,2,$70,944 Main St,Gift Card,Cancelled,TRK47362236,3,FREESHIP,Email,$141
ORD200103,25/01/2025,C62656,Phone,4,$218,514 Main St,Credit Card,Cancelled,TRK86296459,9,SAVE10,Email,$874
ORD200104,30/07/2024,C65744,Phone,1,$582,647 Main St,Gift Card,Delivered,TRK39906058,1,FREESHIP,Email,$582
ORD200105,24/10/2024,C72290,Printer,3,$185,810 Main St,Gift Card,Cancelled,TRK68792129,7,Unknown,Facebook,$556
ORD200106,08/09/2023,C73514,Desk,3,$465,126 Main St,Credit Card,Cancelled,TRK96777924,3,SAVE10,Email,"$1,395"
ORD200107,27/03/2023,C16775,Printer,5,$671,848 Main St,Gift Card,Shipped,TRK34392124,8,FREESHIP,Instagram,"$3,354"
ORD200108,28/12/2024,C33099,Laptop,5,$48,522 Main St,Gift Card,Delivered,TRK28522330,9,WINTER15,Email,$242
ORD200109,17/09/2023,C51157,Desk,3,$593,131 Main St,Gift Card,Shipped,TRK18674578,3,FREESHIP,Referral,"$1,779"
ORD200110,21/04/2024,C74562,Tablet,1,$221,388 Main St,Gift Card,Pending,TRK32062079,5,FREESHIP,Instagram,$221
ORD200111,07/05/2025,C95271,Desk,3,$309,620 Main St,Online,Cancelled,TRK74904969,7,FREESHIP,Google,$928
ORD200112,01/01/2023,C81366,Monitor,1,$411,423 Main St,Online,Cancelled,TRK17062206,2,WINTER15,Referral,$411
ORD200113,17/01/2024,C65905,Laptop,5,$190,605 Main St,Cash,Shipped,TRK73954365,9,FREESHIP,Instagram,$950
ORD200114,27/01/2025,C77272,Monitor,5,$498,115 Main St,Online,Pending,TRK29708128,8,SAVE10,Google,"$2,492"
ORD200115,27/11/2023,C32580,Phone,5,$375,122 Main St,Online,Shipped,TRK23670394,9,SAVE10,Facebook,"$1,875"
ORD200116,19/03/2023,C47761,Printer,4,$291,109 Main St,Credit Card,Cancelled,TRK66669207,6,WINTER15,Facebook,"$1,165"
ORD200117,08/03/2023,C49187,Tablet,1,$536,593 Main St,Gift Card,Cancelled,TRK81888598,5,WINTER15,Referral,$536
ORD200118,09/10/2023,C27898,Printer,5,$503,807 Main St,Gift Card,Shipped,TRK61957665,7,FREESHIP,Google,"$2,514"
ORD200119,11/06/2025,C14683,Desk,2,$535,187 Main St,Debit Card,Shipped,TRK47373682,7,FREESHIP,Referral,"$1,069"
ORD200120,11/04/2023,C58108,Tablet,4,$629,986 Main St,Cash,Cancelled,TRK66218053,4,WINTER15,Instagram,"$2,517"
ORD200121,30/11/2023,C89822,Desk,1,$411,673 Main St,Cash,Cancelled,TRK24138598,1,FREESHIP,Instagram,$411
ORD200122,15/04/2024,C96787,Laptop,2,$533,588 Main St,Gift Card,Shipped,TRK30422853,2,Unknown,Facebook,"$1,066"
ORD200123,06/07/2023,C86064,Desk,3,$278,727 Main St,Online,Delivered,TRK62182901,5,Unknown,Instagram,$834
ORD200124,28/07/2024,C97148,Printer,4,$284,563 Main St,Online,Pending,TRK85321126,8,Unknown,Google,"$1,135"
ORD200125,06/11/2024,C91099,Phone,2,$513,758 Main St,Credit Card,Shipped,TRK81846174,5,SAVE10,Email,"$1,025"
ORD200126,03/05/2025,C55606,Desk,4,$276,353 Main St,Gift Card,Shipped,TRK68250319,8,FREESHIP,Google,"$1,102"
ORD200127,10/08/2023,C71486,Desk,3,$469,365 Main St,Debit Card,Shipped,TRK73929833,3,Unknown,Google,"$1,408"
ORD200128,17/02/2023,C86408,Tablet,4,$21,244 Main St,Gift Card,Delivered,TRK41432648,4,FREESHIP,Google,$84
ORD200129,27/10/2023,C52751,Laptop,4,$264,427 Main St,Debit Card,Shipped,TRK72481234,4,FREESHIP,Facebook,"$1,056"
ORD200130,22/01/2025,C29059,Desk,3,$501,513 Main St,Online,Cancelled,TRK88360704,3,WINTER15,Facebook,"$1,504"
ORD200131,08/01/2023,C72862,Tablet,1,$85,606 Main St,Gift Card,Pending,TRK51648833,5,Unknown,Instagram,$85
ORD200132,28/03/2023,C96257,Tablet,4,$451,583 Main St,Credit Card,Shipped,TRK13137948,6,WINTER15,Email,"$1,803"
ORD200133,20/06/2025,C87432,Chair,4,$302,636 Main St,Debit Card,Cancelled,TRK68969625,6,SAVE10,Google,"$1,208"
ORD200134,23/06/2025,C16253,Laptop,2,$200,583 Main St,Cash,Pending,TRK17354894,4,Unknown,Email,$399
ORD200135,04/08/2023,C79909,Printer,2,$69,642 Main St,Gift Card,Shipped,TRK86742257,5,SAVE10,Referral,$138
ORD200136,27/04/2024,C73370,Laptop,1,$44,595 Main St,Gift Card,Cancelled,TRK67820278,1,SAVE10,Instagram,$44
ORD200137,26/11/2024,C50682,Monitor,2,$251,598 Main St,Credit Card,Delivered,TRK12242337,5,Unknown,Google,$502
ORD200138,21/12/2023,C21905,Tablet,1,$298,478 Main St,Debit Card,Pending,TRK31863841,3,WINTER15,Google,$298
ORD200139,10/04/2023,C61440,Phone,1,$584,714 Main St,Cash,Returned,TRK33114521,1,Unknown,Email,$584
ORD200140,31/05/2025,C33110,Chair,3,$528,388 Main St,Online,Delivered,TRK38624225,3,FREESHIP,Email,"$1,584"
ORD200141,18/11/2023,C80004,Printer,3,$684,151 Main St,Cash,Cancelled,TRK66230753,3,WINTER15,Instagram,"$2,052"
ORD200142,06/09/2023,C86374,Desk,5,$273,573 Main St,Cash,Pending,TRK79451491,7,WINTER15,Email,"$1,364"
ORD200143,13/06/2024,C66521,Chair,4,$400,933 Main St,Online,Shipped,TRK34654244,5,Unknown,Referral,"$1,600"
ORD200144,04/08/2023,C63365,Desk,5,$220,895 Main St,Credit Card,Pending,TRK80100887,8,Unknown,Facebook,"$1,099"
ORD200145,02/03/2024,C85929,Printer,3,$147,798 Main St,Credit Card,Delivered,TRK29318610,6,FREESHIP,Google,$441
ORD200146,30/04/2025,C84645,Tablet,2,$411,404 Main St,Credit Card,Returned,TRK68893369,4,Unknown,Instagram,$823
ORD200147,06/05/2025,C46316,Laptop,2,$465,893 Main St,Credit Card,Cancelled,TRK16196000,2,SAVE10,Google,$930
ORD200148,15/12/2024,C35100,Phone,2,$320,139 Main St,Credit Card,Cancelled,TRK56853491,3,WINTER15,Google,$640
ORD200149,27/12/2023,C39671,Laptop,1,$218,174 Main St,Debit Card,Delivered,TRK47153818,3,Unknown,Facebook,$218
ORD200150,13/12/2023,C25503,Phone,2,$106,981 Main St,Debit Card,Returned,TRK29878837,5,WINTER15,Google,$211
ORD200151,01/12/2023,C32960,Printer,5,$445,947 Main St,Debit Card,Returned,TRK91226500,7,Unknown,Email,"$2,224"
ORD200152,02/01/2025,C77736,Chair,2,$399,659 Main St,Cash,Cancelled,TRK90329250,3,FREESHIP,Referral,$798
ORD200153,18/12/2024,C71570,Chair,4,$534,437 Main St,Online,Returned,TRK95992269,9,WINTER15,Instagram,"$2,138"
ORD200154,20/07/2023,C73587,Phone,4,$408,727 Main St,Credit Card,Pending,TRK13955543,9,Unknown,Instagram,"$1,633"
ORD200155,27/02/2023,C62740,Phone,1,$424,446 Main St,Online,Shipped,TRK20706408,6,WINTER15,Referral,$424
ORD200156,08/11/2024,C58808,Chair,2,$270,651 Main St,Online,Delivered,TRK24451893,4,SAVE10,Email,$540
ORD200157,21/02/2025,C50422,Monitor,2,$565,636 Main St,Online,Returned,TRK71227815,4,WINTER15,Facebook,"$1,129"
ORD200158,16/05/2024,C23334,Tablet,1,$331,737 Main St,Credit Card,Pending,TRK46335144,5,WINTER15,Instagram,$331
ORD200159,31/10/2023,C48965,Printer,1,$299,819 Main St,Credit Card,Cancelled,TRK50921780,5,WINTER15,Email,$299
ORD200160,17/02/2023,C38669,Monitor,4,$101,240 Main St,Cash,Pending,TRK81738254,7,Unknown,Referral,$405
ORD200161,29/03/2024,C35091,Monitor,1,$211,513 Main St,Credit Card,Cancelled,TRK53784452,1,SAVE10,Facebook,$211
ORD200162,27/07/2023,C82313,Chair,3,$66,917 Main St,Online,Pending,TRK79854624,8,WINTER15,Google,$198
ORD200163,24/06/2025,C99589,Tablet,1,$641,277 Main St,Online,Cancelled,TRK16695001,1,Unknown,Referral,$641
ORD200164,28/12/2023,C70566,Desk,5,$537,667 Main St,Gift Card,Pending,TRK49673411,5,SAVE10,Google,"$2,683"
ORD200165,14/09/2024,C60355,Monitor,2,$500,226 Main St,Online,Returned,TRK30155194,7,WINTER15,Google,"$1,001"
ORD200166,04/03/2025,C28889,Chair,3,$86,565 Main St,Cash,Delivered,TRK23791726,6,WINTER15,Instagram,$259
ORD200167,27/05/2023,C88304,Chair,2,$384,219 Main St,Online,Returned,TRK44268941,2,WINTER15,Email,$768
ORD200168,04/01/2025,C49517,Printer,1,$595,878 Main St,Cash,Returned,TRK78551375,6,Unknown,Facebook,$595
ORD200169,07/04/2024,C35785,Printer,1,$428,732 Main St,Online,Delivered,TRK78923089,2,WINTER15,Email,$428
ORD200170,04/04/2025,C80223,Desk,4,$663,535 Main St,Cash,Cancelled,TRK68632951,8,SAVE10,Instagram,"$2,652"
ORD200171,15/08/2023,C20448,Tablet,2,$148,336 Main St,Credit Card,Delivered,TRK67379895,7,WINTER15,Instagram,$296
ORD200172,06/04/2025,C34134,Printer,1,$254,365 Main St,Online,Delivered,TRK43074303,1,WINTER15,Email,$254
ORD200173,24/03/2024,C95901,Phone,3,$664,806 Main St,Online,Delivered,TRK56989066,4,FREESHIP,Google,"$1,993"
ORD200174,16/04/2024,C51145,Printer,4,$601,790 Main St,Debit Card,Delivered,TRK59154274,9,SAVE10,Email,"$2,403"
ORD200175,08/02/2025,C78170,Chair,5,$68,332 Main St,Debit Card,Pending,TRK71410605,6,WINTER15,Referral,$342
ORD200176,28/06/2025,C80151,Tablet,4,$431,553 Main St,Gift Card,Pending,TRK88251529,8,WINTER15,Referral,"$1,723"
ORD200177,05/08/2023,C55632,Chair,5,$432,354 Main St,Credit Card,Pending,TRK13003066,10,Unknown,Facebook,"$2,158"
ORD200178,11/04/2024,C53070,Chair,4,$512,283 Main St,Online,Delivered,TRK49791755,5,SAVE10,Google,"$2,048"
ORD200179,24/11/2024,C27401,Laptop,3,$540,500 Main St,Credit Card,Delivered,TRK14332053,8,Unknown,Email,"$1,620"
ORD200180,18/03/2023,C87216,Tablet,5,$316,970 Main St,Cash,Returned,TRK18713727,10,Unknown,Google,"$1,580"
ORD200181,31/08/2024,C38966,Printer,5,$404,247 Main St,Online,Shipped,TRK17205146,10,Unknown,Referral,"$2,022"
ORD200182,19/03/2025,C16612,Desk,1,$601,596 Main St,Debit Card,Pending,TRK96188223,4,WINTER15,Google,$601
ORD200183,18/04/2024,C39246,Monitor,5,$186,258 Main St,Debit Card,Delivered,TRK16658182,8,SAVE10,Email,$931
ORD200184,04/04/2024,C65180,Tablet,4,$215,231 Main St,Gift Card,Cancelled,TRK39255469,7,Unknown,Referral,$858
ORD200185,02/02/2025,C46877,Laptop,1,$211,572 Main St,Online,Shipped,TRK96935978,2,WINTER15,Referral,$211
ORD200186,07/12/2023,C30334,Phone,2,$134,322 Main St,Cash,Pending,TRK66388885,7,FREESHIP,Facebook,$267
ORD200187,08/02/2023,C21227,Chair,1,$591,689 Main St,Gift Card,Returned,TRK79129657,6,FREESHIP,Referral,$591
ORD200188,15/03/2025,C97715,Chair,2,$364,927 Main St,Gift Card,Shipped,TRK19515949,2,FREESHIP,Referral,$728
ORD200189,05/07/2023,C48939,Printer,5,$429,597 Main St,Gift Card,Cancelled,TRK62786764,5,WINTER15,Email,"$2,147"
ORD200190,31/08/2024,C35483,Printer,3,$224,725 Main St,Cash,Returned,TRK79638203,3,SAVE10,Email,$671
ORD200191,08/03/2025,C51494,Laptop,2,$489,505 Main St,Online,Cancelled,TRK58520306,4,FREESHIP,Google,$978
ORD200192,11/08/2023,C58410,Desk,1,$645,151 Main St,Gift Card,Cancelled,TRK19749672,5,SAVE10,Google,$645
ORD200193,21/07/2023,C11644,Printer,1,$47,429 Main St,Cash,Cancelled,TRK81320339,6,Unknown,Google,$47
ORD200194,08/06/2024,C53501,Monitor,1,$250,899 Main St,Cash,Shipped,TRK90144892,3,FREESHIP,Google,$250
ORD200195,22/04/2024,C63619,Chair,3,$619,801 Main St,Debit Card,Cancelled,TRK65385674,6,Unknown,Email,"$1,858"
ORD200196,24/01/2025,C40882,Desk,4,$217,719 Main St,Cash,Delivered,TRK64165503,8,WINTER15,Email,$869
ORD200197,27/08/2023,C80135,Laptop,5,$222,723 Main St,Cash,Returned,TRK95222269,5,WINTER15,Referral,"$1,108"
ORD200198,11/06/2024,C37594,Laptop,4,$340,926 Main St,Cash,Cancelled,TRK94405162,8,SAVE10,Referral,"$1,361"
ORD200199,23/01/2025,C87524,Phone,1,$625,358 Main St,Online,Returned,TRK21114341,5,WINTER15,Google,$625
ORD200200,07/06/2025,C97681,Tablet,5,$433,895 Main St,Credit Card,Delivered,TRK37531040,9,SAVE10,Google,"$2,166"
ORD200201,18/06/2023,C10126,Monitor,2,$675,146 Main St,Online,Shipped,TRK75607531,4,SAVE10,Facebook,"$1,350"
ORD200202,06/02/2025,C36938,Monitor,3,$254,636 Main St,Credit Card,Cancelled,TRK52522904,3,FREESHIP,Email,$762
ORD200203,21/01/2025,C99173,Printer,3,$357,172 Main St,Online,Shipped,TRK89849342,5,SAVE10,Instagram,"$1,071"
ORD200204,05/09/2023,C99775,Laptop,4,$414,478 Main St,Gift Card,Cancelled,TRK21638425,9,FREESHIP,Facebook,"$1,655"
ORD200205,04/03/2023,C19266,Desk,3,$147,609 Main St,Debit Card,Returned,TRK58357269,3,Unknown,Email,$442
ORD200206,16/04/2024,C31072,Laptop,4,$229,729 Main St,Gift Card,Returned,TRK77172975,8,WINTER15,Email,$916
ORD200207,18/03/2025,C54595,Phone,1,$122,999 Main St,Debit Card,Delivered,TRK44416659,3,Unknown,Google,$122
ORD200208,08/10/2024,C87777,Desk,2,$408,597 Main St,Online,Shipped,TRK29003608,3,FREESHIP,Facebook,$817
ORD200209,29/08/2023,C35854,Tablet,5,$188,706 Main St,Cash,Returned,TRK30615168,9,SAVE10,Google,$940
